,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6705,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7h 55m,1 stop,No info,14781.0
6706,Jet Airways,18/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19/5/2023 12:35,27h 35m,1 stop,In-flight meal not included,12373.0
6707,Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0
6708,Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,18:25,12h 40m,1 stop,In-flight meal not included,9134.0
6709,Jet Airways,6/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,7/6/2023 4:25,,2 stops,In-flight meal not included,10919.0
6710,IndiGo,1/5/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1h 30m,non-stop,No info,4575.0
6711,IndiGo,15/6/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5601.0
6712,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151.0
6713,Air India,6/5/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,7/5/2023 7:55,19h 55m,2 stops,No info,10151.0
6714,Vistara,18/4/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,5403.0
6715,IndiGo,27/5/2019,Delhi,Cochin,,2:00,7:45,5h 45m,1 stop,No info,6147.0
6716,IndiGo,27/6/2019,Kolkata,,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,
6717,,27/3/2019,Delhi,Cochin,DEL → BOM → COK,8:55,19:15,10h 20m,1 stop,No info,8371.0
6718,Jet Airways,9/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,10/6/2023 4:25,8h 55m,2 stops,No info,13014.0
6719,Air Asia,24/5/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,3383.0
6720,SpiceJet,6/3/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,7298.0
6721,Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,In-flight meal not included,4544.0
6722,Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,8:55,15:30,6h 35m,1 stop,No info,15147.0
6723,Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,19:45,15h,1 stop,,10782.0
6724,IndiGo,15/5/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6027.0
6725,Jet Airways,6/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,7/6/2023 4:25,13h 50m,2 stops,In-flight meal not included,10919.0
6726,Air India,27/3/2019,Delhi,Cochin,DEL → BLR → COK,6:10,28/3/2023 8:15,26h 5m,1 stop,No info,6681.0
6727,IndiGo,24/6/2019,Banglore,Delhi,BLR → DEL,23:30,25/6/2023 2:20,2h 50m,non-stop,No info,3943.0
6728,Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,21:50,28/5/2023 12:35,14h 45m,1 stop,In-flight meal not included,12898.0
6729,IndiGo,6/6/2019,Delhi,Cochin,,18:35,7/6/2023 1:30,6h 55m,1 stop,No info,6628.0
6730,Air India,3/4/2019,Delhi,Cochin,DEL → BLR → COK,20:30,4/4/2023 23:00,26h 30m,1 stop,No info,5022.0
6731,Air India,3/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,7:10,4/6/2023 7:40,24h 30m,2 stops,No info,12698.0
6732,Air Asia,9/6/2019,Delhi,Cochin,DEL → BLR → COK,20:45,10/6/2023 7:10,10h 25m,1 stop,No info,10794.0
6733,IndiGo,9/6/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6416.0
6734,,,,Banglore,CCU → BLR,22:20,10/3/2023 0:40,2h 20m,non-stop,No info,
6735,IndiGo,27/5/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943.0
6736,Air Asia,6/6/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4508.0
6737,Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:40,15h 30m,1 stop,No info,8452.0
6738,Air India,12/5/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,13/5/2023 8:55,16h 10m,2 stops,No info,13437.0
6739,Vistara,18/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0
6740,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,25/5/2023 12:00,17h 5m,1 stop,In-flight meal not included,10844.0
6741,Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,10/5/2023 4:25,18h 45m,2 stops,No info,15129.0
6742,Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714.0
6743,IndiGo,27/6/2019,Delhi,Cochin,DEL → BOM → COK,6:40,21:00,14h 20m,1 stop,,6093.0
6744,IndiGo,6/4/2019,Delhi,Cochin,DEL → BOM → COK,4:55,13:20,8h 25m,1 stop,No info,5307.0
6745,GoAir,15/5/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,,No info,10188.0
6746,Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,,12h 15m,1 stop,No info,14571.0
6747,Jet Airways,27/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,28/3/2023 4:25,9h 15m,2 stops,No info,10976.0
6748,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,In-flight meal not included,10844.0
6749,IndiGo,9/4/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4488.0
6750,Air India,24/5/2019,Delhi,Cochin,DEL → BOM → COK,23:00,25/5/2023 19:15,20h 15m,1 stop,No info,8582.0
6751,Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,19:45,25/6/2023 12:35,16h 50m,1 stop,In-flight meal not included,10262.0
6752,Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,7/5/2023 10:45,17h 45m,1 stop,No info,8662.0
6753,IndiGo,24/3/2019,Banglore,New Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,No info,4777.0
6754,,27/3/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2071.0
6755,Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13/3/2023 15:15,16h 20m,,In-flight meal not included,
6756,Air India,18/4/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0
6757,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,No info,12996.0
6758,Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,23:00,15h,1 stop,No info,16736.0
6759,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,,15h 10m,1 stop,No info,13941.0
6760,Air India,15/3/2019,Banglore,,BLR → GAU → DEL,13:50,22:10,8h 20m,1 stop,No info,9166.0
6761,Air India,3/3/2019,Delhi,Cochin,DEL → TRV → COK,5:15,4/3/2023 6:50,25h 35m,1 stop,No info,12677.0
6762,Air India,24/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4405.0
6763,Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,,23:35,14h,1 stop,,12121.0
6764,Air India,6/6/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6121.0
6765,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19/5/2023 9:20,24h 55m,1 stop,No info,14388.0
6766,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,2/4/2023 10:55,14h 30m,1 stop,No info,11467.0
6767,Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,13/3/2023 10:25,13h,1 stop,No info,13817.0
6768,Air India,6/5/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100.0
6769,Multiple carriers,21/5/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,
6770,Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,25/3/2023 23:25,,1 stop,No info,13759.0
6771,IndiGo,9/6/2019,Banglore,Delhi,BLR → DEL,0:25,3:15,2h 50m,non-stop,No info,3943.0
6772,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,18:15,28/3/2023 1:35,7h 20m,1 stop,No info,12327.0
6773,IndiGo,12/6/2019,Mumbai,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4049.0
6774,SpiceJet,1/6/2019,Banglore,Delhi,BLR → DEL,21:10,2/6/2023 0:05,2h 55m,non-stop,,3573.0
6775,Air Asia,15/5/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409.0
6776,Air India,27/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,28/3/2023 9:25,26h 20m,2 stops,No info,6565.0
6777,IndiGo,,Kolkata,Banglore,CCU → BLR,21:25,16/4/2023 0:05,2h 40m,non-stop,No info,4174.0
6778,Jet Airways,24/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,non-stop,In-flight meal not included,4030.0
6779,Air Asia,21/3/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4082.0
6780,Air India,24/5/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,9:10,25/5/2023 11:05,25h 55m,2 stops,No info,6117.0
6781,Jet Airways,21/3/2019,,New Delhi,BLR → BDQ → DEL,5:50,12:20,6h 30m,1 stop,In-flight meal not included,6163.0
6782,Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,16:00,28/3/2023 4:25,12h 25m,1 stop,In-flight meal not included,6540.0
6783,SpiceJet,12/5/2019,Kolkata,,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,,4649.0
6784,Jet Airways,,Delhi,Cochin,DEL → BOM → COK,21:50,10/6/2023 19:00,21h 10m,1 stop,In-flight meal not included,
6785,Vistara,6/4/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5613.0
6786,IndiGo,24/3/2019,Banglore,New Delhi,BLR → DEL,8:30,11:30,3h,non-stop,No info,6144.0
6787,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,13/5/2023 22:05,29h 5m,1 stop,No info,13067.0
6788,Vistara,3/3/2019,Banglore,New Delhi,BLR → DEL,21:10,7/3/2023 0:05,2h 55m,non-stop,No info,7608.0
6789,Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,10/6/2023 1:30,15h 30m,1 stop,No info,7198.0
6790,Jet Airways,15/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13941.0
6791,,9/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,10/6/2023 4:25,18h 45m,2 stops,In-flight meal not included,10368.0
6792,SpiceJet,27/6/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0
6793,IndiGo,27/3/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4462.0
6794,Air India,24/3/2019,Kolkata,Banglore,CCU → IXR → BBI → BLR,5:50,13:40,7h 50m,2 stops,No info,8005.0
6795,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,2/4/2023 22:35,27h 40m,1 stop,In-flight meal not included,7064.0
6796,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,2/5/2023 21:05,24h 40m,1 stop,No info,12121.0
6797,Air India,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8918.0
6798,Air India,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,9:25,21:50,12h 25m,1 stop,No info,8891.0
6799,Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6h 15m,1 stop,No info,10203.0
6800,Multiple carriers,15/5/2019,Delhi,Cochin,,13:00,21:00,8h,1 stop,No info,8073.0
6801,IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,11237.0
6802,Jet Airways,12/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,13/6/2023 4:25,21h 40m,2 stops,No info,13376.0
6803,Multiple carriers,9/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,15h 20m,1 stop,,6513.0
6804,Jet Airways,24/5/2019,Kolkata,,CCU → BOM → BLR,18:55,25/5/2023 4:40,9h 45m,1 stop,No info,13731.0
6805,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,2/4/2023 19:50,23h 50m,1 stop,In-flight meal not included,7064.0
6806,Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,19:10,13h 25m,1 stop,No info,16736.0
6807,Jet Airways,15/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16/5/2023 10:05,14h 5m,1 stop,In-flight meal not included,8586.0
6808,Multiple carriers,15/6/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:00,13h,1 stop,No info,11789.0
6809,,24/5/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5224.0
6810,IndiGo,15/5/2019,Delhi,Cochin,DEL → COK,21:05,16/5/2023 0:20,3h 15m,non-stop,No info,6834.0
6811,IndiGo,15/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,16/6/2023 1:30,9h 30m,1 stop,No info,6316.0
6812,Jet Airways,21/3/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,22/3/2023 18:50,32h 5m,2 stops,No info,11869.0
6813,Air Asia,6/3/2019,Kolkata,Banglore,CCU → BLR,22:50,7/3/2023 1:20,2h 30m,non-stop,No info,4384.0
6814,IndiGo,21/4/2019,Kolkata,Banglore,,14:25,16:55,2h 30m,,No info,5644.0
6815,Air India,9/3/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,10/3/2023 19:15,23h,2 stops,No info,
6816,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,7/6/2023 1:30,15h 30m,1 stop,No info,
6817,Multiple carriers,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,21:20,11h 35m,2 stops,No info,10090.0
6818,Jet Airways,6/3/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,17:50,7/3/2023 16:50,23h,2 stops,No info,20845.0
6819,Vistara,24/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0
6820,IndiGo,,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0
6821,IndiGo,18/5/2019,Delhi,Cochin,DEL → HYD → COK,,16:10,8h 35m,1 stop,No info,6442.0
6822,SpiceJet,27/5/2019,Banglore,Delhi,BLR → DEL,21:10,28/5/2023 0:05,2h 55m,non-stop,No check-in baggage included,3257.0
6823,Jet Airways,15/6/2019,Banglore,Delhi,BLR → DEL,,8:45,,non-stop,,7229.0
6824,Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,2/5/2023 13:45,17h 15m,2 stops,No info,
6825,IndiGo,24/3/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,10067.0
6826,Air India,15/3/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5674.0
6827,Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,2/3/2023 10:25,20h 20m,1 stop,No info,20800.0
6828,,18/5/2019,Delhi,Cochin,DEL → HYD → COK,6:50,22:30,15h 40m,1 stop,No info,7144.0
6829,Air India,27/5/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,6094.0
6830,Jet Airways,18/5/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050.0
6831,SpiceJet,24/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3859.0
6832,Jet Airways,21/3/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,22/3/2023 18:50,32h 30m,2 stops,No info,11664.0
6833,Multiple carriers,6/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:10,21:20,14h 10m,2 stops,In-flight meal not included,7731.0
6834,Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9h 35m,1 stop,No info,12692.0
6835,Air India,18/5/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,19/5/2023 9:25,20h 10m,2 stops,No info,11307.0
6836,Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10/6/2023 4:40,7h 30m,1 stop,In-flight meal not included,8586.0
6837,IndiGo,21/3/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1 stop,No info,5746.0
6838,Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11h 15m,1 stop,No info,13378.0
6839,Air India,24/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7486.0
6840,SpiceJet,6/3/2019,Chennai,Kolkata,MAA → CCU,9:30,12:05,2h 35m,non-stop,No info,7298.0
6841,Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005.0
6842,IndiGo,12/5/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0
6843,IndiGo,9/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,12:55,8h 10m,1 stop,,16162.0
6844,IndiGo,24/4/2019,Banglore,Delhi,BLR → DEL,0:30,,2h 55m,non-stop,No info,3419.0
6845,Air Asia,1/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192.0
6846,Air Asia,15/4/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0
6847,Jet Airways,18/4/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,No info,
6848,IndiGo,15/3/2019,Banglore,,BLR → HYD → DEL,16:55,21:50,4h 55m,1 stop,No info,5397.0
6849,Jet Airways,15/4/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,6542.0
6850,GoAir,27/3/2019,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,8h 55m,1 stop,No info,5281.0
6851,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No info,8266.0
6852,Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262.0
6853,Vistara,24/3/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,25/3/2023 20:25,24h 5m,1 stop,No info,11105.0
6854,Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,In-flight meal not included,4544.0
6855,Air India,6/3/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,4960.0
6856,Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:55,7/3/2023 5:05,20h 10m,1 stop,No info,16736.0
6857,Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,2/6/2023 1:30,,1 stop,No info,13377.0
6858,SpiceJet,18/5/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2227.0
6859,Air India,15/3/2019,,Hyderabad,BOM → HYD,6:20,7:40,1h 20m,non-stop,No info,3100.0
6860,Air India,9/6/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100.0
6861,SpiceJet,18/5/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No info,3873.0
6862,IndiGo,3/3/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,non-stop,No info,5232.0
6863,Jet Airways,,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,,3359.0
6864,IndiGo,24/3/2019,Banglore,New Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,6144.0
6865,,6/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,4h 25m,1 stop,No info,7725.0
6866,Air India,24/3/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,4441.0
6867,Air India,27/6/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,28/6/2023 19:15,38h,3 stops,No info,10703.0
6868,Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13/6/2023 10:05,12h 55m,1 stop,In-flight meal not included,8529.0
6869,Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,4:00,13:20,9h 20m,1 stop,No info,14973.0
6870,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11h 25m,1 stop,No info,14571.0
6871,SpiceJet,3/6/2019,Banglore,Delhi,,21:10,4/6/2023 0:05,2h 55m,non-stop,No check-in baggage included,3257.0
6872,Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6h 5m,1 stop,In-flight meal not included,11087.0
6873,SpiceJet,1/4/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No info,3873.0
6874,SpiceJet,15/4/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,4423.0
6875,Air India,3/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,4/6/2023 7:40,20h 45m,2 stops,No info,11753.0
6876,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14571.0
6877,Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,6:00,21:00,15h,1 stop,No info,
6878,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,2/5/2023 10:05,14h 5m,1 stop,No info,13941.0
6879,Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,19:45,22/5/2023 19:00,23h 15m,1 stop,No info,16079.0
6880,Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,4:00,,14h 50m,1 stop,No info,13399.0
6881,Air India,6/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,7/6/2023 19:15,26h 35m,2 stops,No info,9653.0
6882,Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14714.0
6883,Air Asia,18/6/2019,Banglore,,BLR → DEL,,13:55,2h 45m,,,3383.0
6884,,1/3/2019,,New Delhi,BLR → BOM → DEL,14:05,2/3/2023 8:15,18h 10m,1 stop,No info,
6885,Vistara,3/3/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,non-stop,No info,5944.0
6886,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/5/2023 8:15,13h 20m,1 stop,In-flight meal not included,9663.0
6887,Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7740.0
6888,Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,2/4/2023 23:15,26h 45m,1 stop,No info,7211.0
6889,Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0
6890,IndiGo,6/4/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4174.0
6891,Air India,15/3/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5170.0
6892,Multiple carriers,3/3/2019,Delhi,,DEL → BOM → COK,9:10,18:50,9h 40m,1 stop,No info,15135.0
6893,SpiceJet,9/4/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649.0
6894,Vistara,1/5/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,2h 40m,non-stop,No info,4668.0
6895,Air India,12/6/2019,Delhi,Cochin,DEL → MAA → COK,20:40,13/6/2023 9:25,12h 45m,1 stop,No info,7480.0
6896,Air India,18/4/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6121.0
6897,Jet Airways,27/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,28/5/2023 19:00,19h 55m,2 stops,No info,15129.0
6898,Air India,6/5/2019,Kolkata,Banglore,CCU → GAU → BLR,9:50,21:05,11h 15m,1 stop,No info,7452.0
6899,Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,7/6/2023 10:55,25h 20m,1 stop,In-flight meal not included,10539.0
6900,IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,22:20,7/3/2023 1:10,2h 50m,non-stop,No info,7648.0
6901,SpiceJet,24/3/2019,Banglore,New Delhi,BLR → DEL,9:35,12:30,2h 55m,non-stop,No info,3925.0
6902,,15/6/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0
6903,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,2/5/2023 10:05,15h 10m,1 stop,,8586.0
6904,Air India,27/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,28/6/2023 19:15,26h 20m,2 stops,No info,13591.0
6905,Multiple carriers,1/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,16:10,9h 5m,1 stop,No info,9646.0
6906,Vistara,,Banglore,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,4668.0
6907,Air India,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10h 25m,1 stop,No info,10203.0
6908,Air India,24/3/2019,Banglore,New Delhi,BLR → COK → DEL,6:55,13:20,6h 25m,1 stop,No info,7932.0
6909,Air India,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,2/4/2023 7:55,15h 5m,1 stop,No info,7893.0
6910,Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13h 30m,2 stops,In-flight meal not included,13029.0
6911,Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,13/6/2023 12:35,27h 35m,1 stop,In-flight meal not included,10262.0
6912,IndiGo,12/6/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574.0
6913,Air Asia,3/6/2019,Delhi,Cochin,,7:55,22:25,14h 30m,1 stop,No info,8759.0
